ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2510945-20190716,2669458,413120,1,"OHMISH, INC",7-ELEVEN #29530D,5893 S ARCHER AVE,CHICAGO,IL,60638,23,4,23-4,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,2510945,RENEW,,05/15/2019,05/29/2019,N,07/16/2019,06/15/2021,05/29/2019,06/06/2019,AAI,,,41.795572249,-87.762516294,POINT (-87.76251629432232 41.79557224921095)
2653029-20190627,2653029,457045,1,MITAL & SHIRIN INC.,7 -ELEVEN #38183B,135 W MADISON ST 1,CHICAGO,IL,60602,34,9,34-9,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2653029,ISSUE,03/08/2019,04/29/2019,04/25/2019,N,06/27/2019,06/15/2021,06/27/2019,06/27/2019,AAI,,,41.881856744,-87.631896162,POINT (-87.63189616155178 41.88185674363783)
2013411-20190616,2661393,328782,2,"ENGLEWOOD MARKET, INC.",ENGLEWOOD MARKET,6055-6057 S RACINE AVE 1ST,CHICAGO,IL,60636,16,3,16-3,7,1474,Package Goods,774,Retail Sales of Packaged Liquor,2013411,RENEW,,04/15/2019,05/29/2019,N,06/16/2019,06/15/2021,05/29/2019,05/29/2019,AAC,02/18/2020,,41.783451307,-87.654452947,POINT (-87.65445294657616 41.78345130683472)
2197111-20190616,2661940,376947,1,INDEPENDENT SPIRITS INC.,INDEPENDENT SPIRITS INC.,5947-5949 N BROADWAY,CHICAGO,IL,60660,48,31,48-31,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,2197111,RENEW,,04/15/2019,05/17/2019,N,06/16/2019,06/15/2021,05/17/2019,05/20/2019,AAI,,26,41.990403108,-87.660131981,POINT (-87.66013198125891 41.990403108451105)
2079327-20190616,2661711,359529,1,ADAM'S FOOD / LIQUOR INC.,ADAM'S FOOD & LIQUOR,215-219 S WESTERN AVE 1,CHICAGO,IL,60612,27,17,27-17,12,1474,Package Goods,774,Retail Sales of Packaged Liquor,2079327,RENEW,,04/15/2019,06/06/2019,N,06/16/2019,06/15/2021,06/06/2019,06/25/2019,REV,05/04/2021,,41.878102806,-87.686205767,POINT (-87.686205767174 41.878102805968325)
20419-20190616,2659552,8282,1,"R.H.A. FOOD & LIQUOR, INC.",SKIP'S FOOD AND LIQUOR,5515 S DAMEN AVE,CHICAGO,IL,60636,16,43,16-43,7,1474,Package Goods,774,Retail Sales of Packaged Liquor,20419,RENEW,,04/15/2019,05/15/2019,N,06/16/2019,06/15/2021,05/15/2019,05/16/2019,AAI,,,41.793066631,-87.674121429,POINT (-87.67412142900783 41.79306663087074)
39296-20190316,2643543,86896,2,LASALLE DISCOUNT INC,DELAWARE FOOD AND LIQUOR,200 E DELAWARE PL 1ST,CHICAGO,IL,60611,2,35,2-35,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,39296,RENEW,,01/15/2019,01/24/2019,N,03/16/2019,07/15/2021,01/24/2019,01/25/2019,AAI,,,41.899354739,-87.621791302,POINT (-87.621791301926 41.89935473944382)
1958-20190516,2654362,86498,1,EAST BANK CLUB CORPORATION,EAST BANK CLUB,500 N KINGSBURY ST  1ST F,CHICAGO,IL,60610,42,67,42-67,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,1958,RENEW,,03/15/2019,05/21/2019,N,05/16/2019,07/15/2021,05/21/2019,06/04/2019,AAI,,,41.890684302,-87.639395283,POINT (-87.63939528336996 41.89068430238799)
2385281-20190716,2669167,396565,1,"BAQIR, INC.",7-ELEVEN #26878 F,6559 W ARCHER AVE,CHICAGO,IL,60638,13,11,13-11,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,2385281,RENEW,,05/15/2019,07/05/2019,N,07/16/2019,07/15/2021,07/05/2019,07/08/2019,AAI,,,41.792141119,-87.786626362,POINT (-87.78662636230499 41.79214111875764)
1947718-20191216,2696735,339641,1,GMB PARTNERS LLC,HALF ACRE BEER COMPANY,4253-4257 N LINCOLN AVE 1ST,CHICAGO,IL,60618,47,28,47-28,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,1947718,RENEW,,10/15/2019,10/29/2019,N,12/16/2019,07/15/2021,10/29/2019,10/30/2019,AAI,,38,41.959233094,-87.682153253,POINT (-87.68215325256443 41.95923309357485)
1873312-20190416,2650102,323705,1,UJP INCORPORATED,7-ELEVEN,958 W DIVERSEY PKWY 1ST,CHICAGO,IL,60614,44,29,44-29,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,1873312,RENEW,,02/22/2019,03/19/2019,N,04/16/2019,07/15/2021,03/19/2019,04/10/2019,AAI,,17,41.932748996,-87.653801489,POINT (-87.65380148899577 41.932748996008655)
8224-20190116,2633486,25826,1,LIM'S PANTRY INC,LIM'S PANTRY FOOD & LIQUOR,5820-5822 W NORTH AVE 1ST,CHICAGO,IL,60639,29,48,29-48,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,8224,RENEW,,11/15/2018,01/16/2019,N,01/16/2019,07/15/2021,01/16/2019,01/17/2019,AAI,,,41.909417757,-87.771213704,POINT (-87.77121370383036 41.90941775705694)
2391057-20190316,2644120,279209,1,"RUSH ONTARIO, LLC",AC MARRIOTT CHICAGO DOWNTOWN,630 N RUSH ST,CHICAGO,IL,60611,42,22,42-22,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2391057,RENEW,,01/15/2019,02/26/2019,N,03/16/2019,07/15/2021,02/26/2019,03/07/2019,AAI,,,41.893352438,-87.625566988,POINT (-87.62556698832533 41.89335243769719)
2517698-20190516,2657214,414635,1,PROVISIONS UPTOWN LLC,RUPEE WINE & SPIRITS,4812 N BROADWAY,CHICAGO,IL,60640,46,6,46-6,20,1474,Package Goods,774,Retail Sales of Packaged Liquor,2517698,RENEW,,03/15/2019,05/09/2019,N,05/16/2019,07/15/2021,05/09/2019,05/10/2019,AAI,,34,41.969412185,-87.659827979,POINT (-87.65982797910394 41.969412184534974)
1847825-20190716,2667536,322311,1,"BRUNO'S LOUNGE, LLC",BRUNO'S LOUNGE,6562 N SHERIDAN RD 1,CHICAGO,IL,60626,49,32,49-32,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,1847825,RENEW,,05/15/2019,06/25/2019,N,07/16/2019,07/15/2021,06/25/2019,07/16/2019,AAI,,54,42.001886114,-87.660904269,POINT (-87.6609042686803 42.001886113957056)
17169-20190716,2665599,7030,1,"J & B FOOD AND LIQUORS, INC.","J & B FOOD AND LIQUORS, INC.",1957 W LAWRENCE AVE  1,CHICAGO,IL,60640,47,36,47-36,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,17169,RENEW,,05/15/2019,07/02/2019,N,07/16/2019,07/15/2021,07/02/2019,07/03/2019,AAI,,31,41.968656137,-87.678438479,POINT (-87.67843847895287 41.96865613731889)
21042-20190716,2666302,63319,1,"WHITESIDE LIQUORS, INC.",ROTHSCHILD LIQUORS,425 E 63RD ST 1ST,CHICAGO,IL,60637,20,35,20-35,3,1474,Package Goods,774,Retail Sales of Packaged Liquor,21042,RENEW,,05/15/2019,07/09/2019,N,07/16/2019,07/15/2021,07/09/2019,07/11/2019,AAI,,,41.780148264,-87.614552135,POINT (-87.61455213533162 41.78014826431063)
1166713-20190616,2660681,216984,1,"M & M DISCOUNT, INC.",M & M FOOD & LIQUORS,1607 W 59TH ST,CHICAGO,IL,60636,16,2,16-2,7,1474,Package Goods,774,Retail Sales of Packaged Liquor,1166713,RENEW,,04/15/2019,05/28/2019,N,06/16/2019,07/15/2021,05/28/2019,05/29/2019,AAI,,,41.786631685,-87.664702352,POINT (-87.6647023515688 41.78663168467939)
2647253-20190516,2647253,456391,1,"GO! GROCER 7, INC.",GO! GROCER,5419 N SHERIDAN RD 1,CHICAGO,IL,60640,48,9,48-9,20,1474,Package Goods,774,Retail Sales of Packaged Liquor,2647253,ISSUE,02/11/2019,05/07/2019,03/18/2019,Y,05/16/2019,07/15/2021,05/16/2019,05/16/2019,AAI,,,41.980574257,-87.654955382,POINT (-87.65495538156401 41.980574256819665)
2307986-20190216,2640536,387728,1,"BELMONT MARKET, INC.",BELMONT HARBOR MARKET,401 W BELMONT AVE  D,CHICAGO,IL,60657,44,2,44-2,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2307986,RENEW,,12/15/2018,03/18/2019,N,02/16/2019,07/15/2021,03/18/2019,03/19/2019,AAI,,,41.940023086,-87.639605698,POINT (-87.63960569772244 41.94002308557274)
1227864-20190716,2666831,244888,1,"MITUL & PARTH,  INC.",MORANDS LIQUORS,10516 S WESTERN AVE,CHICAGO,IL,60643,19,61,19-61,22,1474,Package Goods,774,Retail Sales of Packaged Liquor,1227864,RENEW,,05/15/2019,07/15/2019,N,07/16/2019,07/15/2021,07/15/2019,07/15/2019,AAC,01/29/2020,20,41.702186564,-87.681633538,POINT (-87.68163353848993 41.702186564066714)
2483486-20190116,2635597,392906,3,"FOXTROT VENTURES, INCORPORATED",THE MARKET BY FOXTROT,900-902 W ARMITAGE AVE,CHICAGO,IL,60614,43,11,43-11,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2483486,RENEW,,11/15/2018,12/11/2018,N,01/16/2019,07/15/2021,12/11/2018,12/20/2018,AAI,,,41.91825205,-87.651001568,POINT (-87.65100156848021 41.91825204962904)
2284685-20190616,2662110,381288,1,"SHIV SHAKTI INVESTMENT, INC.",COMMUNITY FOOD & LIQUOR 1,5530 N MILWAUKEE AVE 1ST,CHICAGO,IL,60630,45,11,45-11,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2284685,RENEW,,04/15/2019,07/11/2019,N,06/16/2019,07/15/2021,07/11/2019,07/12/2019,AAI,,,41.982289776,-87.773960488,POINT (-87.77396048836235 41.982289775765665)
1680073-20190616,2661140,297967,1,"EXPRESS FOOD MARKET, INC.",EXPRESS FOOD MARKET,6914 S WESTERN AVE,CHICAGO,IL,60636,16,60,16-60,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,1680073,RENEW,,04/15/2019,05/07/2019,N,06/16/2019,07/15/2021,05/07/2019,06/03/2019,AAI,,14,41.767844751,-87.683474788,POINT (-87.68347478773265 41.76784475060497)
20227-20190516,2654203,63298,1,GA & 7M CORPORATION,LARAMIE FOOD & LIQUOR,200 S LARAMIE AVE  1,CHICAGO,IL,60644,29,14,29-14,15,1474,Package Goods,774,Retail Sales of Packaged Liquor,20227,RENEW,,03/15/2019,05/14/2019,N,05/16/2019,07/15/2021,05/14/2019,05/14/2019,AAI,,,41.878423173,-87.755141449,POINT (-87.7551414485292 41.87842317327235)
478-20190716,2665910,24051,1,"MARKAT ENTERPRISES, INC.",FOREMOST LIQUORS,1040 W ARGYLE ST 1ST,CHICAGO,IL,60640,48,21,48-21,20,1474,Package Goods,774,Retail Sales of Packaged Liquor,478,RENEW,,05/15/2019,06/14/2019,N,07/16/2019,07/15/2021,06/14/2019,06/14/2019,AAI,,34,41.973400085,-87.656562082,POINT (-87.65656208169783 41.97340008501757)
13201-20190416,2648575,51363,1,MICHAEL E. THOMAS,7-ELEVEN #26825,3800 N KEDZIE AVE 1ST,CHICAGO,IL,60618,33,17,33-17,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,13201,RENEW,,02/22/2019,04/12/2019,N,04/16/2019,07/15/2021,04/12/2019,04/12/2019,AAI,,,41.950370267,-87.708066968,POINT (-87.7080669684227 41.950370266810324)
2412144-20190516,2656711,398004,1,"THE GODDESS STATE STREET, INC.",THE GODDESS GOLD COAST,1127 N STATE ST,CHICAGO,IL,60610,2,23,2-23,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2412144,RENEW,,03/15/2019,11/14/2019,N,05/16/2019,07/15/2021,11/14/2019,11/15/2019,AAI,,,41.902686707,-87.628284479,POINT (-87.62828447931626 41.90268670684241)
2060783-20190316,2644763,357202,1,JASSI K S INC.,7-ELEVEN,5953 W 63RD ST 1,CHICAGO,IL,60638,13,45,13-45,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,2060783,RENEW,,01/15/2019,03/08/2019,N,03/16/2019,07/15/2021,03/08/2019,03/11/2019,AAI,,,41.777757539,-87.771193968,POINT (-87.77119396819958 41.77775753872336)
7112-20190616,2659416,3758,1,VERMAR ENTERPRISES INC,CUPBOARD FOOD & LIQUOR,3260 W 55TH ST,CHICAGO,IL,60632,14,34,14-34,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,7112,RENEW,,04/15/2019,06/14/2019,N,06/16/2019,07/15/2021,06/14/2019,06/14/2019,AAI,,,41.793589179,-87.705945783,POINT (-87.70594578345793 41.79358917945885)
2355291-20190216,2640568,393378,1,REYA WINE & SPIRITS INC,LYON'S BEVERAGE EXPRESS,3034 W ROOSEVELT RD,CHICAGO,IL,60612,28,54,28-54,11,1474,Package Goods,774,Retail Sales of Packaged Liquor,2355291,RENEW,,12/15/2018,02/07/2019,N,02/16/2019,07/15/2021,02/07/2019,02/08/2019,AAI,,,41.866551696,-87.702076782,POINT (-87.70207678205307 41.86655169621582)
7108-20190616,2659414,3757,1,HANI'S LIQUOR STATION INC,HANI LIQUOR STATION,2601 W 51ST ST,CHICAGO,IL,60632,14,33,14-33,9,1474,Package Goods,774,Retail Sales of Packaged Liquor,7108,RENEW,,04/15/2019,05/13/2019,N,06/16/2019,07/15/2021,05/13/2019,05/14/2019,AAI,,,41.800961821,-87.689177655,POINT (-87.68917765514199 41.80096182074541)
2443347-20190716,2666421,64543,12,GOLD STANDARD ENTERPRISES INC.,BINNY'S BEVERAGE DEPOT,4901 W IRVING PARK RD,CHICAGO,IL,60641,45,28,45-28,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2443347,RENEW,,05/15/2019,07/08/2019,N,07/16/2019,07/15/2021,07/08/2019,07/09/2019,AAI,,28,41.953274022,-87.749912576,POINT (-87.74991257595252 41.953274021567665)
2517137-20191216,2696866,359494,6,"4858-70 N. CLARK STREET, LLC",THE GUESTHOUSE HOTEL,4866-4872 N CLARK ST 1ST THRU 4TH,CHICAGO,IL,60640,47,21,47-21,20,1474,Package Goods,774,Retail Sales of Packaged Liquor,2517137,RENEW,,10/15/2019,10/31/2019,N,12/16/2019,07/15/2021,10/31/2019,11/15/2019,AAI,,31,41.970842995,-87.667867356,POINT (-87.66786735587178 41.97084299526282)
12954-20190216,2637551,6158,1,KOL TUV KOSHER FOODS INC,KOL TUV KOSHER FOODS INC,2938 W DEVON AVE,CHICAGO,IL,60659,50,33,50-33,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,12954,RENEW,,12/15/2018,01/25/2019,N,02/16/2019,07/15/2021,01/25/2019,01/28/2019,AAI,,43,41.997601281,-87.703612672,POINT (-87.70361267194514 41.99760128084559)
1357910-20190616,2660873,264251,1,"KING FOOD & LIQUOR, INC.",KING FOOD & LIQUOR,6759 S WESTERN AVE 1,CHICAGO,IL,60636,16,8,16-8,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,1357910,RENEW,,04/15/2019,04/30/2019,N,06/16/2019,07/15/2021,04/30/2019,05/17/2019,AAI,,14,41.770243375,-87.683248237,POINT (-87.68324823699402 41.77024337509446)
2380173-20190416,2651356,396401,1,WEST TOWN WINE &SPIRITS INC.,WEST TOWN WINE & SPIRITS,2501-2503 W NORTH AVE 1,CHICAGO,IL,60647,1,22,1-22,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,2380173,RENEW,,02/22/2019,03/30/2019,N,04/16/2019,07/15/2021,03/30/2019,04/01/2019,AAI,,,41.91018382,-87.689727024,POINT (-87.68972702379838 41.91018381958202)
2636701-20190614,2636701,454618,1,PICNIC WINE & PROVISIONS LLC,PICNIC WINE & PROVISIONS,7301 N SHERIDAN RD,CHICAGO,IL,60626,49,14,49-14,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,2636701,ISSUE,11/29/2018,03/11/2019,02/08/2019,Y,06/14/2019,07/15/2021,06/14/2019,06/14/2019,AAI,,,42.014041132,-87.663970909,POINT (-87.6639709089456 42.0140411322766)
2641768-20190627,2641768,455408,1,"SANDHYA & SANJAY, INC",7- ELEVEN #16689G,3801 N WESTERN AVE,CHICAGO,IL,60618,47,46,47-46,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2641768,ISSUE,12/28/2018,04/29/2019,04/25/2019,N,06/27/2019,07/15/2021,06/27/2019,06/27/2019,AAI,,38,41.950427126,-87.688215844,POINT (-87.6882158437937 41.95042712587546)
2590090-20190425,2590090,426710,1,"RIGHT BEE, LLC",RIGHT BEE,1830 N KOSTNER AVE 1,CHICAGO,IL,60639,26,12,26-12,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,2590090,ISSUE,04/12/2018,12/13/2018,10/29/2018,Y,04/25/2019,07/15/2021,04/25/2019,04/25/2019,AAI,,,41.914373226,-87.736395489,POINT (-87.73639548877857 41.914373226433355)
2390571-20190416,2648360,24674,2,"GEPPERTH'S MEAT MARKET, INC.",GEPPERTH'S MEAT MARKET,1964 N HALSTED ST 1ST,CHICAGO,IL,60614,43,3,43-3,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2390571,RENEW,,02/22/2019,04/08/2019,N,04/16/2019,07/15/2021,04/08/2019,04/09/2019,AAI,,,41.917804544,-87.648640113,POINT (-87.64864011275839 41.91780454426381)
31295-20190516,2653668,14314,4,WATER TOWER PLACE RESTAURANTS LIMITED PARTNERSHIP,FOOD LIFE / FOODEASE,835 N MICHIGAN AVE  MEZZA,CHICAGO,IL,60611,2,37,2-37,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,31295,RENEW,,03/15/2019,04/26/2019,N,05/16/2019,07/15/2021,04/26/2019,04/29/2019,AAI,,,41.897740856,-87.623961316,POINT (-87.62396131598219 41.897740856252504)
18000-20190716,2666493,85736,2,"BROWN LIQUORS, INC.",LUXURY WINE & SPIRITS 4,1615 W 79TH ST,CHICAGO,IL,60620,17,36,17-36,6,1474,Package Goods,774,Retail Sales of Packaged Liquor,18000,RENEW,,05/15/2019,07/09/2019,N,07/16/2019,07/15/2021,07/09/2019,07/10/2019,AAI,,32,41.750235908,-87.664017714,POINT (-87.66401771376138 41.75023590768919)
12328-20190216,2637849,26995,1,JULMOR INC,7-ELEVEN #25341B,3407 N HALSTED ST,CHICAGO,IL,60657,44,33,44-33,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,12328,RENEW,,12/15/2018,02/08/2019,N,02/16/2019,07/15/2021,02/08/2019,02/19/2019,AAI,,18,41.943853852,-87.649234802,POINT (-87.64923480228471 41.94385385221763)
2621214-20190115,2621214,430321,1,SIDDHIVINNAYAK COMPANY,JOE'S FOOD & LIQUOR,5834-5838 W FULLERTON AVE 1,CHICAGO,IL,60639,30,11,30-11,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,2621214,ISSUE,08/16/2018,01/07/2019,11/14/2018,N,01/15/2019,07/15/2021,01/15/2019,01/15/2019,AAI,,,41.923991827,-87.772289107,POINT (-87.77228910673753 41.923991826552076)
21478-20190716,2666308,63339,1,"WHIPPLE LIQUORS, INC.",WHIPPLE LIQUORS,3015 W MADISON ST 1ST #,CHICAGO,IL,60612,28,32,28-32,11,1474,Package Goods,774,Retail Sales of Packaged Liquor,21478,RENEW,,05/15/2019,07/09/2019,N,07/16/2019,07/15/2021,07/09/2019,07/10/2019,AAI,,,41.880910563,-87.701911641,POINT (-87.70191164071454 41.88091056340495)
2534860-20190316,2643434,85369,4,"RESIDENCE INN BY MARRIOTT, LLC",RESIDENCE INN,201 E WALTON PL 1,CHICAGO,IL,60611,2,35,2-35,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2534860,RENEW,,01/15/2019,03/08/2019,N,03/16/2019,07/15/2021,03/08/2019,03/08/2019,AAI,,,41.899936476,-87.621802445,POINT (-87.62180244533546 41.899936475960715)
1096-20190116,2632347,205,1,"ONE STOP FOOD & LIQUOR STORE, INC.",ONE STOP FOOD & LIQUOR STORE,4301-4323 S LAKE PARK AVE,CHICAGO,IL,60653,4,5,4-5,2,1474,Package Goods,774,Retail Sales of Packaged Liquor,1096,RENEW,,11/15/2018,01/14/2019,N,01/16/2019,07/15/2021,01/14/2019,01/15/2019,AAI,,,41.816865148,-87.598688844,POINT (-87.59868884416672 41.816865148052045)
2341720-20190216,2640558,391766,1,"TED'S DELI & MORE, INC.",DELI & MORE,330 W DIVERSEY PKWY,CHICAGO,IL,60657,44,49,44-49,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2341720,RENEW,,12/15/2018,02/15/2019,N,02/16/2019,07/15/2021,02/15/2019,02/15/2019,AAI,,,41.933041987,-87.638022711,POINT (-87.63802271094978 41.93304198721907)
44376-20190716,2666069,35423,1,"A & G FOODS, INC.",A&G WHOLESALE FOODS LIQUORS,6945 S STATE ST 1ST,CHICAGO,IL,60637,6,66,6-66,3,1474,Package Goods,774,Retail Sales of Packaged Liquor,44376,RENEW,,05/15/2019,05/28/2019,N,07/16/2019,07/15/2021,05/28/2019,05/29/2019,AAI,,,41.767831279,-87.62476594,POINT (-87.62476593969627 41.76783127922076)
53046-20190516,2653757,17745,1,"HADDAD FOOD & LIQUOR, INC.",PRESTIGE LIQUORS,345 N CENTRAL AVE  E,CHICAGO,IL,60644,37,1,37-1,15,1474,Package Goods,774,Retail Sales of Packaged Liquor,53046,RENEW,,03/15/2019,05/01/2019,N,05/16/2019,07/15/2021,05/01/2019,05/02/2019,AAI,,,41.887087682,-87.764957251,POINT (-87.76495725072779 41.88708768190208)
2069706-20190416,2650531,358487,1,"LIN ENTERPRISE, INC.",7 ELEVEN #34133A,1138 W WILSON AVE,CHICAGO,IL,60640,46,32,46-32,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2069706,RENEW,,02/22/2019,03/20/2019,N,04/16/2019,07/15/2021,03/20/2019,03/21/2019,AAI,,34,41.965489801,-87.659072208,POINT (-87.65907220826392 41.96548980104739)
1301188-20190316,2643943,253942,1,"BOONE 'S OPPORTUNITY TWO, INC.",7-ELEVEN #33725,201 E OHIO ST,CHICAGO,IL,60611,2,41,2-41,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,1301188,RENEW,,01/15/2019,02/21/2019,N,03/16/2019,07/15/2021,02/21/2019,02/21/2019,AAI,,,41.892451801,-87.622566449,POINT (-87.62256644896387 41.89245180138692)
2364164-20190316,2642456,4154,20,"MARRIOTT HOTEL SERVICES, LLC","MARRIOTT HOTEL SERVICES, INC.",540 N MICHIGAN AVE LOBBY,CHICAGO,IL,60611,42,48,42-48,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2364164,RENEW,,01/15/2019,03/05/2019,N,03/16/2019,07/15/2021,03/05/2019,03/07/2019,AAI,,,41.892140784,-87.624312784,POINT (-87.62431278442189 41.892140783720365)
2279269-20190316,2643322,64543,11,GOLD STANDARD ENTERPRISES INC.,BINNY'S BEVERAGE DEPOT,1720-1780 N MARCEY ST,CHICAGO,IL,60614,32,51,32-51,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2279269,RENEW,,01/15/2019,03/14/2019,N,03/16/2019,07/15/2021,03/14/2019,04/05/2019,AAI,,,41.91346823,-87.655032205,POINT (-87.65503220481568 41.913468230167666)
52403-20190316,2643313,64543,4,GOLD STANDARD ENTERPRISES INC.,GOLD STANDARD/BINNYS,3000 N CLARK ST MAIN,CHICAGO,IL,60657,44,6,44-6,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,52403,RENEW,,01/15/2019,03/14/2019,N,03/16/2019,07/15/2021,03/14/2019,04/05/2019,AAI,,8,41.936440325,-87.648006212,POINT (-87.64800621163047 41.93644032536815)
2636421-20190618,2636421,432509,1,EL GUERO FOOD & LIQUORS INC.,EL GUERO FOOD & LIQUORS,9027-9029 S COMMERCIAL AVE 1,CHICAGO,IL,60617,10,34,10-34,4,1474,Package Goods,774,Retail Sales of Packaged Liquor,2636421,ISSUE,11/21/2018,12/19/2018,12/06/2018,N,06/18/2019,07/15/2021,06/18/2019,06/18/2019,AAI,,5,41.731075872,-87.551134166,POINT (-87.55113416594888 41.7310758719025)
2627302-20190403,2627302,15790,3,THE LUCKY STRIKE CORPORATION,BURNT CITY / DISTRICT BREW YARDS,417-427 N ASHLAND AVE 1,CHICAGO,IL,60622,27,33,27-33,12,1474,Package Goods,774,Retail Sales of Packaged Liquor,2627302,ISSUE,10/03/2018,01/11/2019,12/13/2018,Y,04/03/2019,07/15/2021,04/03/2019,04/03/2019,AAI,,,41.889371627,-87.666949211,POINT (-87.66694921068412 41.88937162689256)
2551104-20191016,2688156,417095,1,"CARNICERIA LA HACIENDA NO. 4, INC.","CARNICERIA LA HACIENDA NO. 4, INC.",5153-5159 S KEDZIE AVE 1ST,CHICAGO,IL,60632,14,30,14-30,9,1474,Package Goods,774,Retail Sales of Packaged Liquor,2551104,RENEW,,08/15/2019,08/28/2019,N,10/16/2019,07/15/2021,08/28/2019,09/27/2019,AAI,,,41.799257044,-87.703574707,POINT (-87.70357470655833 41.799257043707684)
1932847-20190116,2635074,337373,1,"DIVERSEY & AUSTIN LIQUOR STORE, INC.",DIVERSEY & AUSTIN LIQUOR STORE,5952 W DIVERSEY AVE 1,CHICAGO,IL,60639,30,12,30-12,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,1932847,RENEW,,11/15/2018,11/30/2018,N,01/16/2019,07/15/2021,11/30/2018,12/03/2018,AAI,,,41.931252123,-87.775672275,POINT (-87.7756722749983 41.931252123128445)
17366-20190616,2660313,63209,1,"CHIP'S LIQUOR, INC.",CHIPS FOOD & LIQUOR MART,3700  -3704 W 55TH ST 1ST,CHICAGO,IL,60632,23,9,23-9,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,17366,RENEW,,04/15/2019,05/31/2019,N,06/16/2019,07/15/2021,05/31/2019,06/03/2019,AAI,,,41.793421958,-87.715874652,POINT (-87.71587465174734 41.79342195832449)
13506-20190616,2659473,6281,2,SHARIF'S FOOD & LIQUORS INC.,SHARIF'S FOOD & LIQUORS INC.,5659 S RACINE AVE 1,CHICAGO,IL,60636,16,15,16-15,7,1474,Package Goods,774,Retail Sales of Packaged Liquor,13506,RENEW,,04/15/2019,05/22/2019,N,06/16/2019,07/15/2021,05/22/2019,05/23/2019,AAI,,,41.790616381,-87.654635821,POINT (-87.65463582120134 41.79061638096181)
2443204-20190616,2662531,398328,1,"YASH CONVENIENCE, INC",7-ELEVEN #33591 C,4859 N MILWAUKEE AVE,CHICAGO,IL,60630,45,29,45-29,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2443204,RENEW,,04/15/2019,06/11/2019,N,06/16/2019,07/15/2021,06/11/2019,06/13/2019,AAI,,,41.969394222,-87.761887172,POINT (-87.76188717239603 41.96939422175831)
71785-20190716,2665892,21697,1,FIRST SERVICE CORP.,7-ELEVEN,1750 W FOSTER AVE,CHICAGO,IL,60640,40,43,40-43,20,1474,Package Goods,774,Retail Sales of Packaged Liquor,71785,RENEW,,05/15/2019,06/19/2019,N,07/16/2019,07/15/2021,06/19/2019,06/20/2019,AAI,,,41.976216925,-87.674138204,POINT (-87.67413820381894 41.9762169249346)
